TF	Genotype	Tissue	direction	goid	goname	n	p-value	B73v4.gid	W22.gid
gras75	gras75-m1	embryo_imbibed	up	GO:0042221	response to chemical	18	0.040980837	"Zm00001d005656,Zm00001d008577,Zm00001d008749,Zm00001d012036,Zm00001d012408,Zm00001d013003,Zm00001d021247,Zm00001d024672,Zm00001d028249,Zm00001d028463,Zm00001d028557,Zm00001d028707,Zm00001d030993,Zm00001d031129,Zm00001d033369,Zm00001d042492,Zm00001d046913,Zm00001d051172"	"Zm00004b008922,Zm00004b024882,Zm00004b025009,Zm00004b027663,Zm00004b027940,Zm00004b010990,Zm00004b036571,Zm00004b038901,Zm00004b000817,Zm00004b001009,Zm00004b001072,Zm00004b001186,Zm00004b002810,Zm00004b002911,Zm00004b004614,Zm00004b018129,Zm00004b033141,Zm00004b022107"
gras75	gras75-m1	embryo_imbibed	up	GO:0042542	response to hydrogen peroxide	12	0.007799617	"Zm00001d008577,Zm00001d028362,Zm00001d028557,Zm00001d031129,Zm00001d033591,Zm00001d033872,Zm00001d035818,Zm00001d044426,Zm00001d044728,Zm00001d046471,Zm00001d047542,Zm00001d052194"	"Zm00004b024882,Zm00004b000905,Zm00004b001072,Zm00004b002911,Zm00004b004809,Zm00004b005011,Zm00004b028867,Zm00004b019811,Zm00004b031459,Zm00004b032799,Zm00004b033707,Zm00004b022985"
gras75	gras75-m1	embryo_imbibed	up	GO:0043226	organelle	3	2.28E-04	"Zm00001d005399,Zm00001d006454,Zm00001d031129"	"Zm00004b008747,Zm00004b009583,Zm00004b002911"
gras75	gras75-m1	embryo_imbibed	up	GO:0043388	positive regulation of DNA binding	1	0.045040961	Zm00001d046471	Zm00004b032799
gras75	gras75-m1	embryo_imbibed	up	GO:0045471	response to ethanol	2	0.007987587	"Zm00001d028557,Zm00001d044728"	"Zm00004b001072,Zm00004b031459"
gras75	gras75-m1	embryo_imbibed	up	GO:0046688	response to copper ion	2	0.028200516	"Zm00001d028557,Zm00001d044728"	"Zm00004b001072,Zm00004b031459"
gras75	gras75-m1	embryo_imbibed	up	GO:0046785	microtubule polymerization	1	0.045040961	Zm00001d012525	Zm00004b028053
gras75	gras75-m1	embryo_imbibed	up	GO:0051259	protein complex oligomerization	2	0.028200516	"Zm00001d028557,Zm00001d044728"	"Zm00004b001072,Zm00004b031459"
gras75	gras75-m1	embryo_imbibed	up	GO:0051752	phosphoglucan/ water dikinase activity	1	0.045040961	Zm00001d023792	Zm00004b038191
gras75	gras75-m1	embryo_imbibed	up	GO:0052689	carboxylic ester hydrolase activity	5	0.007758956	"Zm00001d013461,Zm00001d021961,Zm00001d023521,Zm00001d045264,Zm00001d046136"	"Zm00004b011406,Zm00004b037175,Zm00004b037978,Zm00004b031876,Zm00004b032547"
gras75	gras75-m1	embryo_imbibed	up	GO:0052889	9/9'-di-cis-zeta-carotene desaturation to 7/9/7'/9'-tetra-cis-lycopene	2	0.035427362	"Zm00001d021961,Zm00001d045264"	"Zm00004b037175,Zm00004b031876"
gras75	gras75-m1	embryo_imbibed	up	GO:0060178	regulation of exocyst localization	1	0.022778571	Zm00001d006454	Zm00004b009583
gras75	gras75-m1	embryo_imbibed	up	GO:0060772	leaf phyllotactic patterning	1	0.033973555	Zm00001d046913	Zm00004b033141
gras75	gras75-m1	embryo_imbibed	up	GO:0060774	auxin mediated signaling pathway involved in phyllotactic patterning	1	0.033973555	Zm00001d046913	Zm00004b033141
gras75	gras75-m1	embryo_imbibed	up	GO:0070262	peptidyl-serine dephosphorylation	1	0.045040961	Zm00001d025340	Zm00004b039467
gras75	gras75-m1	embryo_imbibed	up	GO:0070840	dynein complex binding	1	0.022778571	Zm00001d028086	Zm00004b000682
gras75	gras75-m1	embryo_imbibed	up	GO:0071210	protein insertion into membrane raft	1	0.045040961	Zm00001d027548	Zm00004b000275
gras75	gras75-m1	embryo_imbibed	up	GO:0071614	linoleic acid epoxygenase activity	1	0.022778571	Zm00001d028249	Zm00004b000817
gras75	gras75-m1	embryo_imbibed	up	GO:0090084	negative regulation of inclusion body assembly	1	0.022778571	Zm00001d044426	Zm00004b019811
gras75	gras75-m1	embryo_imbibed	up	GO:1901407	regulation of phosphorylation of RNA polymerase II C-terminal domain	1	0.045040961	Zm00001d046978	Zm00004b033205
gras75	gras75-m1	embryo_imbibed	up	GO:1990137	plant seed peroxidase activity	1	0.022778571	Zm00001d028249	Zm00004b000817
hsf13	hsf13-m1	leaf	down	GO:0005504	fatty acid binding	3	0.037118516	"Zm00001d005146,Zm00001d019400,Zm00001d045009"	"Zm00004b008562,Zm00004b035272,Zm00004b031672"
hsf13	hsf13-m1	leaf	down	GO:0005683	U7 snRNP	1	0.047209099	Zm00001d053754	Zm00004b024272
hsf13	hsf13-m1	leaf	down	GO:0005731	nucleolus organizer region	2	0.042862886	"Zm00001d002316,Zm00001d005045"	"Zm00004b006312,Zm00004b008498"
hsf13	hsf13-m1	leaf	down	GO:0006045	N-acetylglucosamine biosynthetic process	2	0.027152005	"Zm00001d024307,Zm00001d039361"	"Zm00004b038613,Zm00004b015684"
hsf13	hsf13-m1	leaf	down	GO:0006534	cysteine metabolic process	2	0.011042195	"Zm00001d000294,Zm00001d052364"	"Zm00004b003878,Zm00004b023133"
hsf13	hsf13-m1	leaf	down	GO:0006817	phosphate ion transport	4	0.037547791	"Zm00001d014116,Zm00001d016588,Zm00001d029460,Zm00001d040125"	"Zm00004b011968,Zm00004b013879,Zm00004b001760,Zm00004b016336"
hsf13	hsf13-m1	leaf	down	GO:0006826	iron ion transport	11	0.009791932	"Zm00001d006527,Zm00001d006536,Zm00001d012702,Zm00001d015664,Zm00001d016441,Zm00001d021654,Zm00001d025533,Zm00001d030656,Zm00001d034027,Zm00001d038252,Zm00001d040125"	"Zm00004b009647,Zm00004b009652,Zm00004b028216,Zm00004b013165,Zm00004b013767,Zm00004b036927,Zm00004b039612,Zm00004b002591,Zm00004b005133,Zm00004b030625,Zm00004b016336"
hsf13	hsf13-m1	leaf	down	GO:0007368	determination of left/right symmetry	1	0.047209099	Zm00001d039046	Zm00004b031293
hsf13	hsf13-m1	leaf	down	GO:0008194	UDP-glycosyltransferase activity	11	0.019156148	"Zm00001d005456,Zm00001d007231,Zm00001d007486,Zm00001d012780,Zm00001d014126,Zm00001d024476,Zm00001d024531,Zm00001d024934,Zm00001d031428,Zm00001d044828,Zm00001d052744"	"Zm00004b008781,Zm00004b010174,Zm00004b010378,Zm00004b028271,Zm00004b011983,Zm00004b038742,Zm00004b038790,Zm00004b039139,Zm00004b003107,Zm00004b031536,Zm00004b023434"
hsf13	hsf13-m1	leaf	down	GO:0008334	histone mRNA metabolic process	1	0.047209099	Zm00001d053754	Zm00004b024272
hsf13	hsf13-m1	leaf	down	GO:0009809	lignin biosynthetic process	7	0.047910323	"Zm00001d009666,Zm00001d019669,Zm00001d026268,Zm00001d036293,Zm00001d045043,Zm00001d045101,Zm00001d050455"	"Zm00004b025707,Zm00004b035446,Zm00004b040253,Zm00004b029167,Zm00004b031691,Zm00004b031738,Zm00004b021579"
hsf13	hsf13-m1	leaf	down	GO:0009835	fruit ripening	3	0.034113218	"Zm00001d003283,Zm00001d011208,Zm00001d039310"	"Zm00004b007142,Zm00004b026959,Zm00004b015639"
hsf13	hsf13-m1	leaf	down	GO:0010106	cellular response to iron ion starvation	10	0.006392038	"Zm00001d003006,Zm00001d006527,Zm00001d006536,Zm00001d012702,Zm00001d015664,Zm00001d021654,Zm00001d030656,Zm00001d034027,Zm00001d038252,Zm00001d040125"	"Zm00004b006920,Zm00004b009647,Zm00004b009652,Zm00004b028216,Zm00004b013165,Zm00004b036927,Zm00004b002591,Zm00004b005133,Zm00004b030625,Zm00004b016336"
hsf13	hsf13-m1	leaf	down	GO:0010333	terpene synthase activity	4	0.009364349	"Zm00001d024486,Zm00001d024512,Zm00001d024669,Zm00001d045054"	"Zm00004b038746,Zm00004b038770,Zm00004b038900,Zm00004b031703"
hsf13	hsf13-m1	leaf	down	GO:0010365	positive regulation of ethylene biosynthetic process	1	0.047209099	Zm00001d045064	Zm00004b031707
hsf13	hsf13-m1	leaf	down	GO:0016131	brassinosteroid metabolic process	4	0.013655202	"Zm00001d044146,Zm00001d044153,Zm00001d044159,Zm00001d045063"	"Zm00004b019576,Zm00004b019582,Zm00004b019586,Zm00004b031706"
hsf13	hsf13-m1	leaf	down	GO:0016165	linoleate 13S-lipoxygenase activity	3	0.034113218	"Zm00001d013493,Zm00001d015852,Zm00001d025524"	"Zm00004b011429,Zm00004b013296,Zm00004b039608"
hsf13	hsf13-m1	leaf	down	GO:0016616	oxidoreductase activity/ acting on the CH-OH group of donors/ NAD or NADP as acceptor	9	0.03499062	"Zm00001d009666,Zm00001d019669,Zm00001d025533,Zm00001d025761,Zm00001d045009,Zm00001d045043,Zm00001d045101,Zm00001d048726,Zm00001d049059"	"Zm00004b025707,Zm00004b035446,Zm00004b039612,Zm00004b039806,Zm00004b031672,Zm00004b031691,Zm00004b031738,Zm00004b020195,Zm00004b020451"
hsf13	hsf13-m1	leaf	down	GO:0016701	oxidoreductase activity/ acting on single donors with incorporation of molecular oxygen	4	0.007596573	"Zm00001d013493,Zm00001d015852,Zm00001d023658,Zm00001d025524"	"Zm00004b011429,Zm00004b013296,Zm00004b038094,Zm00004b039608"
hsf13	hsf13-m1	leaf	down	GO:0016782	transferase activity/ transferring sulfur-containing groups	1	0.047209099	Zm00001d014530	Zm00004b012292
hsf13	hsf13-m1	leaf	down	GO:0018230	peptidyl-L-cysteine S-palmitoylation	1	0.047209099	Zm00001d028619	Zm00004b001124
hsf13	hsf13-m1	leaf	down	GO:0018674	(S)-limonene 3-monooxygenase activity	1	0.047209099	Zm00001d041741	Zm00004b017491
hsf13	hsf13-m1	leaf	down	GO:0018675	(S)-limonene 6-monooxygenase activity	1	0.047209099	Zm00001d041741	Zm00004b017491
hsf13	hsf13-m1	leaf	down	GO:0032844	homeostatic process	1	0.047209099	Zm00001d008961	Zm00004b025173
hsf13	hsf13-m1	leaf	down	GO:0034213	quinolinate catabolic process	1	0.047209099	Zm00001d021419	Zm00004b036708
hsf13	hsf13-m1	leaf	down	GO:0045950	negative regulation of mitotic recombination	1	0.047209099	Zm00001d004468	Zm00004b008050
hsf13	hsf13-m1	leaf	down	GO:0046128	purine ribonucleoside metabolic process	2	0.042862886	"Zm00001d024421,Zm00001d045021"	"Zm00004b038699,Zm00004b031678"
hsf13	hsf13-m1	leaf	down	GO:0046466	membrane lipid catabolic process	1	0.047209099	Zm00001d029397	Zm00004b001714
hsf13	hsf13-m1	leaf	down	GO:0047172	shikimate O-hydroxycinnamoyltransferase activity	2	0.042862886	"Zm00001d026268,Zm00001d050455"	"Zm00004b040253,Zm00004b021579"
hsf13	hsf13-m1	leaf	down	GO:0047461	(+)-delta-cadinene synthase activity	3	0.004049744	"Zm00001d024486,Zm00001d024669,Zm00001d045054"	"Zm00004b038746,Zm00004b038900,Zm00004b031703"
hsf13	hsf13-m1	leaf	down	GO:0051572	negative regulation of histone H3-K4 methylation	1	0.047209099	Zm00001d053751	Zm00004b024261
hsf13	hsf13-m1	leaf	down	GO:0071268	homocysteine biosynthetic process	1	0.047209099	Zm00001d000294	Zm00004b003878
hsf13	hsf13-m1	leaf	down	GO:0097196	Shu complex	1	0.047209099	Zm00001d014080	Zm00004b011936
hsf13	hsf13-m1	leaf	down	GO:1990143	CoA-synthesizing protein complex	1	0.047209099	Zm00001d024421	Zm00004b038699
hsf13	hsf13-m1	leaf	down	GO:1990181	acetyl-CoA biosynthetic process from pantothenate	1	0.047209099	Zm00001d024421	Zm00004b038699
hsf13	hsf13-m1	leaf	up	GO:0000802	transverse filament	1	0.029497424	Zm00001d025575	Zm00004b039645
hsf13	hsf13-m1	leaf	up	GO:0000823	inositol-1/4/5-trisphosphate 6-kinase activity	1	0.039136354	Zm00001d016647	Zm00004b013923
hsf13	hsf13-m1	leaf	up	GO:0000824	inositol tetrakisphosphate 3-kinase activity	1	0.019762359	Zm00001d016647	Zm00004b013923
hsf13	hsf13-m1	leaf	up	GO:0002230	positive regulation of defense response to virus by host	1	0.039136354	Zm00001d024625	Zm00004b038865
hsf13	hsf13-m1	leaf	up	GO:0002682	regulation of immune system process	2	0.037767686	"Zm00001d026135,Zm00001d044976"	"Zm00004b040130,Zm00004b031655"
hsf13	hsf13-m1	leaf	up	GO:0004526	ribonuclease P activity	3	0.014901275	"Zm00001d010841,Zm00001d024598,Zm00001d044127"	"Zm00004b026656,Zm00004b038843,Zm00004b019560"
hsf13	hsf13-m1	leaf	up	GO:0004860	protein kinase inhibitor activity	2	0.044697195	"Zm00001d044100,Zm00001d047771"	"Zm00004b019535,Zm00004b033915"
hsf13	hsf13-m1	leaf	up	GO:0005655	nucleolar ribonuclease P complex	3	0.007263115	"Zm00001d010841,Zm00001d024598,Zm00001d044127"	"Zm00004b026656,Zm00004b038843,Zm00004b019560"
hsf13	hsf13-m1	leaf	up	GO:0006885	regulation of pH	2	0.027259259	"Zm00001d020892,Zm00001d026135"	"Zm00004b036321,Zm00004b040130"
hsf13	hsf13-m1	leaf	up	GO:0006955	immune response	6	0.011856557	"Zm00001d004330,Zm00001d013075,Zm00001d024168,Zm00001d026135,Zm00001d044036,Zm00001d044976"	"Zm00004b007943,Zm00004b011076,Zm00004b038468,Zm00004b040130,Zm00004b019477,Zm00004b031655"
hsf13	hsf13-m1	leaf	up	GO:0007231	osmosensory signaling pathway	2	0.031298982	"Zm00001d007426,Zm00001d051812"	"Zm00004b010330,Zm00004b022648"
hsf13	hsf13-m1	leaf	up	GO:0008381	mechanosensitive ion channel activity	2	0.027259259	"Zm00001d026135,Zm00001d044976"	"Zm00004b040130,Zm00004b031655"
hsf13	hsf13-m1	leaf	up	GO:0008440	inositol-1/4/5-trisphosphate 3-kinase activity	1	0.039136354	Zm00001d016647	Zm00004b013923
hsf13	hsf13-m1	leaf	up	GO:0008804	carbamate kinase activity	1	0.019762359	Zm00001d051359	Zm00004b022242
hsf13	hsf13-m1	leaf	up	GO:0009064	glutamine family amino acid metabolic process	1	0.029497424	Zm00001d051359	Zm00004b022242
hsf13	hsf13-m1	leaf	up	GO:0009605	response to external stimulus	3	0.032453337	"Zm00001d009295,Zm00001d026135,Zm00001d044976"	"Zm00004b025433,Zm00004b040130,Zm00004b031655"
hsf13	hsf13-m1	leaf	up	GO:0010006	Toc complex	1	0.029497424	Zm00001d028586	Zm00004b001100
hsf13	hsf13-m1	leaf	up	GO:0010376	stomatal complex formation	1	0.039136354	Zm00001d031485	Zm00004b003144
hsf13	hsf13-m1	leaf	up	GO:0010438	cellular response to sulfur starvation	3	2.56E-04	"Zm00001d013879,Zm00001d032481,Zm00001d038642"	"Zm00004b011773,Zm00004b003909,Zm00004b030939"
hsf13	hsf13-m1	leaf	up	GO:0010569	regulation of double-strand break repair via homologous recombination	2	0.004187091	"Zm00001d024598,Zm00001d044127"	"Zm00004b038843,Zm00004b019560"
hsf13	hsf13-m1	leaf	up	GO:0015077	monovalent inorganic cation transmembrane transporter activity	2	0.035558602	"Zm00001d009295,Zm00001d020892"	"Zm00004b025433,Zm00004b036321"
hsf13	hsf13-m1	leaf	up	GO:0016615	malate dehydrogenase activity	1	0.029497424	Zm00001d014030	Zm00004b011895
hsf13	hsf13-m1	leaf	up	GO:0016709	oxidoreductase activity/ acting on paired donors/ with incorporation or reduction of molecular oxygen/ NAD(P)H as one donor/ and incorporation of one atom of oxygen	4	0.015928952	"Zm00001d005602,Zm00001d013759,Zm00001d020717,Zm00001d024875"	"Zm00004b008887,Zm00004b011670,Zm00004b036180,Zm00004b039093"
hsf13	hsf13-m1	leaf	up	GO:0018208	peptidyl-proline modification	1	0.029497424	Zm00001d046940	Zm00004b033173
hsf13	hsf13-m1	leaf	up	GO:0019367	fatty acid elongation/ saturated fatty acid	1	0.039136354	Zm00001d041220	Zm00004b017119
hsf13	hsf13-m1	leaf	up	GO:0030332	cyclin binding	1	0.048680093	Zm00001d031485	Zm00004b003144
hsf13	hsf13-m1	leaf	up	GO:0030795	jasmonate O-methyltransferase activity	2	0.006061474	"Zm00001d035767,Zm00001d044763"	"Zm00004b028833,Zm00004b031486"
hsf13	hsf13-m1	leaf	up	GO:0031644	regulation of neurological system process	2	0.035558602	"Zm00001d026135,Zm00001d034722"	"Zm00004b040130,Zm00004b005664"
hsf13	hsf13-m1	leaf	up	GO:0033500	carbohydrate homeostasis	2	0.027259259	"Zm00001d007426,Zm00001d051812"	"Zm00004b010330,Zm00004b022648"
hsf13	hsf13-m1	leaf	up	GO:0034625	fatty acid elongation/ monounsaturated fatty acid	1	0.039136354	Zm00001d041220	Zm00004b017119
hsf13	hsf13-m1	leaf	up	GO:0034626	fatty acid elongation/ polyunsaturated fatty acid	1	0.039136354	Zm00001d041220	Zm00004b017119
hsf13	hsf13-m1	leaf	up	GO:0035246	peptidyl-arginine N-methylation	1	0.039136354	Zm00001d054001	Zm00004b024456
hsf13	hsf13-m1	leaf	up	GO:0042118	endothelial cell activation	1	0.019762359	Zm00001d054001	Zm00004b024456
hsf13	hsf13-m1	leaf	up	GO:0047326	inositol tetrakisphosphate 5-kinase activity	1	0.019762359	Zm00001d016647	Zm00004b013923
hsf13	hsf13-m1	leaf	up	GO:0048498	establishment of petal orientation	1	0.039136354	Zm00001d025960	Zm00004b039984
hsf13	hsf13-m1	leaf	up	GO:0048561	establishment of animal organ orientation	1	0.039136354	Zm00001d025960	Zm00004b039984
hsf13	hsf13-m1	leaf	up	GO:0051765	inositol tetrakisphosphate kinase activity	1	0.009930205	Zm00001d016647	Zm00004b013923
hsf13	hsf13-m1	leaf	up	GO:0060250	germ-line stem-cell niche homeostasis	1	0.029497424	Zm00001d039007	Zm00004b031257
hsf13	hsf13-m1	leaf	up	GO:0070727	cellular macromolecule localization	2	0.025325122	"Zm00001d028586,Zm00001d038732"	"Zm00004b001100,Zm00004b031011"
hsf13	hsf13-m1	leaf	up	GO:0080188	RNA-directed DNA methylation	4	0.00101899	"Zm00001d010841,Zm00001d024598,Zm00001d024625,Zm00001d044127"	"Zm00004b026656,Zm00004b038843,Zm00004b038865,Zm00004b019560"
hsf13	hsf13-m1	leaf	up	GO:0090227	regulation of red or far-red light signaling pathway	1	0.019762359	Zm00001d028298	Zm00004b000855
hsf13	hsf13-m1	leaf	up	GO:1901333	positive regulation of lateral root development	1	0.039136354	Zm00001d028298	Zm00004b000855
hsf18	hsf18-m1	embryo_imbibed	down	GO:0000347	THO complex	4	0.003390339	"Zm00001d010406,Zm00001d010611,Zm00001d041606,Zm00001d049190"	"Zm00004b026300,Zm00004b026471,Zm00004b017392,Zm00004b020562"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0000976	transcription regulatory region sequence-specific DNA binding	6	0.046068539	"Zm00001d006195,Zm00001d021268,Zm00001d027991,Zm00001d029934,Zm00001d030532,Zm00001d045400"	"Zm00004b009378,Zm00004b036588,Zm00004b000612,Zm00004b002122,Zm00004b002511,Zm00004b031999"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0003885	D-arabinono-1/4-lactone oxidase activity	4	0.007928604	"Zm00001d004539,Zm00001d010726,Zm00001d013175,Zm00001d024926"	"Zm00004b008112,Zm00004b026562,Zm00004b011163,Zm00004b039133"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0004126	cytidine deaminase activity	2	0.022400156	"Zm00001d005459,Zm00001d019280"	"Zm00004b008784,Zm00004b035172"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0006089	lactate metabolic process	1	0.040848485	Zm00001d019040	Zm00004b034985
hsf18	hsf18-m1	embryo_imbibed	down	GO:0006114	glycerol biosynthetic process	2	0.022400156	"Zm00001d024155,Zm00001d024413"	"Zm00004b038454,Zm00004b038687"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0006268	DNA unwinding involved in DNA replication	4	0.013155888	"Zm00001d010406,Zm00001d010611,Zm00001d041606,Zm00001d049190"	"Zm00004b026300,Zm00004b026471,Zm00004b017392,Zm00004b020562"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0006541	glutamine metabolic process	6	0.028226464	"Zm00001d013532,Zm00001d033539,Zm00001d033983,Zm00001d037720,Zm00001d044024,Zm00001d045675"	"Zm00004b011470,Zm00004b004768,Zm00004b005091,Zm00004b030223,Zm00004b019468,Zm00004b032230"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0008892	guanine deaminase activity	2	0.022400156	"Zm00001d005459,Zm00001d019280"	"Zm00004b008784,Zm00004b035172"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0008899	homoserine O-succinyltransferase activity	2	0.009462674	"Zm00001d013532,Zm00001d033539"	"Zm00004b011470,Zm00004b004768"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0009628	response to abiotic stimulus	18	0.02533775	"Zm00001d006212,Zm00001d008200,Zm00001d012007,Zm00001d014168,Zm00001d018620,Zm00001d022456,Zm00001d022574,Zm00001d027757,Zm00001d027766,Zm00001d033799,Zm00001d036835,Zm00001d038999,Zm00001d042768,Zm00001d043988,Zm00001d045846,Zm00001d046186,Zm00001d052335,Zm00001d053839"	"Zm00004b009398,Zm00004b024567,Zm00004b027631,Zm00004b012022,Zm00004b034650,Zm00004b037587,Zm00004b037663,Zm00004b000433,Zm00004b000439,Zm00004b004961,Zm00004b029564,Zm00004b031250,Zm00004b018387,Zm00004b019441,Zm00004b032353,Zm00004b032589,Zm00004b023108,Zm00004b024336"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0009645	response to low light intensity stimulus	2	0.039608166	"Zm00001d028152,Zm00001d052651"	"Zm00004b000728,Zm00004b023365"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0009972	cytidine deamination	2	0.022400156	"Zm00001d005459,Zm00001d019280"	"Zm00004b008784,Zm00004b035172"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0015211	purine nucleoside transmembrane transporter activity	2	0.022400156	"Zm00001d005933,Zm00001d019430"	"Zm00004b009162,Zm00004b035293"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0015824	proline transport	12	0.04805866	"Zm00001d002535,Zm00001d003504,Zm00001d012138,Zm00001d014126,Zm00001d021649,Zm00001d022228,Zm00001d027557,Zm00001d028601,Zm00001d034270,Zm00001d037207,Zm00001d040649,Zm00001d043795"	"Zm00004b006503,Zm00004b007329,Zm00004b027740,Zm00004b011983,Zm00004b036920,Zm00004b037389,Zm00004b000284,Zm00004b001112,Zm00004b005303,Zm00004b029837,Zm00004b016740,Zm00004b019285"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0015932	nucleobase-containing compound transmembrane transporter activity	4	0.025921164	"Zm00001d005933,Zm00001d005935,Zm00001d026042,Zm00001d035214"	"Zm00004b009162,Zm00004b009163,Zm00004b040045,Zm00004b028481"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0019281	L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine	2	0.009462674	"Zm00001d013532,Zm00001d033539"	"Zm00004b011470,Zm00004b004768"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0022892	transmembrane transporter activity	7	0.03990429	"Zm00001d003603,Zm00001d012138,Zm00001d017886,Zm00001d026695,Zm00001d030235,Zm00001d034035,Zm00001d051525"	"Zm00004b007400,Zm00004b027740,Zm00004b014961,Zm00004b040636,Zm00004b002335,Zm00004b005141,Zm00004b022379"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0031225	anchored component of membrane	8	0.034319333	"Zm00001d007045,Zm00001d013269,Zm00001d014513,Zm00001d018621,Zm00001d019100,Zm00001d019445,Zm00001d020794,Zm00001d029892"	"Zm00004b010016,Zm00004b011252,Zm00004b012277,Zm00004b034651,Zm00004b035043,Zm00004b035301,Zm00004b036248,Zm00004b002096"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0034722	gamma-glutamyl-peptidase activity	2	0.030520469	"Zm00001d013532,Zm00001d033539"	"Zm00004b011470,Zm00004b004768"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0042555	MCM complex	6	3.25E-04	"Zm00001d010406,Zm00001d010611,Zm00001d039718,Zm00001d041606,Zm00001d049190,Zm00001d052021"	"Zm00004b026300,Zm00004b026471,Zm00004b016019,Zm00004b017392,Zm00004b020562,Zm00004b022817"
hsf18	hsf18-m1	embryo_imbibed	down	GO:0043136	glycerol-3-phosphatase activity	2	0.022400156	"Zm00001d024155,Zm00001d024413"	"Zm00004b038454,Zm00004b038687"
